country,is_blend,is_dry,is_red,is_rose,is_sparkling,is_sweet,is_white,price,province,region_1,taster_name,variety,year,rating
Portugal,0,1,1,0,0,0,0,25.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2009.0,2
Portugal,0,0,1,0,0,0,0,40.0,Douro,Napa Valley,Roger Voss,Portuguese Red,2011.0,3
Spain,1,0,0,0,0,0,0,9.0,Northern Spain,Navarra,Michael Schachner,White Blend,2014.0,1
US,0,0,1,0,0,0,0,30.0,Washington,Columbia Valley (WA),Paul Gregutt,Cabernet Sauvignon,2009.0,2
Australia,0,0,0,0,0,0,0,50.0,South Australia,Clarendon,Joe Czerwinski,Cabernet Sauvignon,2008.0,3
US,0,0,0,0,0,0,0,30.0,Washington,Columbia Valley (WA),Paul Gregutt,Cabernet Sauvignon,2009.0,3
Spain,1,0,0,0,0,0,0,53.0,Spanish Islands,Vi de la Terra Illes Balears,Michael Schachner,Red Blend,2004.0,2
Chile,0,0,1,0,0,0,0,23.0,Elqui Valley,Napa Valley,Michael Schachner,Carmenère,2013.0,1
Argentina,0,1,0,0,0,0,0,33.0,Mendoza Province,Napa Valley,Michael Schachner,Malbec,2012.0,2
France,0,1,0,0,0,0,0,20.0,Provence,Côtes de Provence,Roger Voss,Rosé,2014.0,3
US,0,0,0,0,0,1,0,25.0,California,Carneros,Roger Voss,Chardonnay,2009.0,1
US,0,0,1,0,0,0,0,36.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Syrah,2014.0,2
Italy,0,0,0,0,0,0,1,25.0,Piedmont,Roero Arneis,Roger Voss,Arneis,2008.0,1
US,0,1,0,0,0,0,1,22.0,California,Clarksburg,Jim Gordon,Gewürztraminer,2016.0,3
Italy,0,0,0,0,0,1,0,25.0,Tuscany,Brunello di Montalcino,Roger Voss,Sangiovese Grosso,2003.0,1
US,0,0,1,0,0,0,1,30.0,California,Russian River Valley,Roger Voss,Sauvignon Blanc,2010.0,3
US,0,1,1,1,0,0,0,44.0,California,Santa Lucia Highlands,Matt Kettmann,Pinot Noir,2014.0,4
US,0,0,0,0,0,0,1,24.0,California,Napa Valley,Virginie Boone,Sauvignon Blanc,2013.0,2
US,0,0,0,0,0,0,0,45.0,Oregon,Dundee Hills,Paul Gregutt,Pinot Gris,2012.0,3
Italy,0,0,0,0,0,0,0,20.0,Veneto,Prosecco di Conegliano,Roger Voss,Prosecco,2011.0,1
Italy,0,0,1,0,0,0,0,25.0,Tuscany,Chianti,Kerin O’Keefe,Sangiovese,2012.0,2
US,1,0,0,0,0,1,0,24.0,California,Paso Robles,Roger Voss,Rhône-style White Blend,2011.0,1
France,1,1,0,0,0,0,1,25.0,Champagne,Champagne,Roger Voss,Champagne Blend,2009.0,2
Germany,0,0,0,0,0,1,0,12.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2016.0,2
US,0,1,0,0,0,0,0,8.0,California,California,Roger Voss,Cabernet Sauvignon,2007.0,1
Italy,0,0,1,0,0,0,0,30.0,Piedmont,Barbaresco,Kerin O’Keefe,Nebbiolo,2011.0,2
US,0,0,1,0,0,0,0,28.0,California,Santa Ynez Valley,Matt Kettmann,Cabernet Sauvignon,2012.0,3
Italy,0,0,1,0,0,0,0,27.0,Tuscany,Chianti Classico,Roger Voss,Sangiovese,2006.0,3
France,0,0,0,1,0,0,1,15.0,Languedoc-Roussillon,Pays d'Oc,Lauren Buzzeo,Rosé,2010.0,1
France,0,0,0,0,0,0,0,12.0,France Other,Vin de France,Roger Voss,Pinot Noir,2010.0,1
France,1,0,0,0,0,0,0,25.0,Bordeaux,Bordeaux Blanc,Roger Voss,Bordeaux-style White Blend,2012.0,2
US,0,1,0,0,0,0,0,30.0,California,Marin County,Jim Gordon,Riesling,2014.0,1
US,1,0,0,0,0,0,0,40.0,California,Happy Canyon of Santa Barbara,Roger Voss,Merlot-Cabernet Franc,2010.0,1
Austria,0,0,0,0,0,0,0,32.0,Kremstal,Napa Valley,Roger Voss,Riesling,2010.0,3
US,0,0,0,0,0,0,0,11.0,America,Napa Valley,Sean P. Sullivan,Cabernet Sauvignon,2015.0,2
US,1,1,0,0,0,0,1,19.0,California,Yolo County,Virginie Boone,Rhône-style White Blend,2013.0,3
US,0,0,0,0,0,0,0,36.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2009.0,2
Argentina,0,0,0,0,0,0,0,11.0,Mendoza Province,Mendoza,Michael Schachner,Moscatel,2015.0,0
Italy,1,1,1,0,0,0,0,18.0,Lombardy,Curtefranca,Roger Voss,Red Blend,2008.0,2
Italy,1,0,0,0,0,0,0,55.0,Tuscany,Toscana,Roger Voss,Red Blend,2010.0,2
US,0,0,1,0,0,0,0,90.0,Oregon,Oregon,Paul Gregutt,Pinot Noir,2015.0,3
US,0,0,0,0,0,0,0,28.0,Washington,Wahluke Slope,Paul Gregutt,Cabernet Franc,2010.0,3
Argentina,0,0,1,0,0,1,0,24.0,Mendoza Province,Mendoza,Michael Schachner,Cabernet Sauvignon,2008.0,2
US,0,1,1,0,0,0,0,60.0,California,Carneros,Virginie Boone,Pinot Noir,2013.0,1
US,1,0,0,0,0,0,0,50.0,Oregon,Oregon,Paul Gregutt,Sparkling Blend,2011.0,3
Italy,1,0,1,0,0,0,1,13.0,Tuscany,Maremma,Kerin O’Keefe,Red Blend,2015.0,2
US,0,0,0,0,0,0,0,27.0,Oregon,Rogue Valley,Paul Gregutt,Viognier,2014.0,2
Bulgaria,0,0,1,0,0,0,0,16.0,Thracian Valley,Napa Valley,Anna Lee C. Iijima,Mavrud,2007.0,1
US,0,0,0,0,0,0,0,27.0,Oregon,Chehalem Mountains,Paul Gregutt,Chardonnay,2009.0,3
Italy,1,0,0,0,0,0,1,13.0,Piedmont,Monferrato,Roger Voss,White Blend,2010.0,2
US,0,0,1,0,0,0,0,48.0,California,Santa Barbara County,Matt Kettmann,Syrah,2014.0,3
Italy,0,0,1,0,0,0,0,80.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2012.0,4
Portugal,0,0,1,0,0,0,0,35.0,Dão,Napa Valley,Roger Voss,Portuguese Red,2008.0,4
Portugal,0,0,0,0,0,1,0,25.0,Alentejo,Napa Valley,Roger Voss,Portuguese Red,2008.0,3
US,1,0,0,0,0,1,0,37.0,California,Paso Robles,Roger Voss,Rhône-style Red Blend,2010.0,0
US,0,1,1,0,0,0,0,65.0,California,Paso Robles,Matt Kettmann,Cabernet Sauvignon,2013.0,4
US,0,1,0,0,0,0,1,20.0,California,North Coast,Roger Voss,Sauvignon Blanc,2009.0,2
France,1,0,1,0,0,0,0,21.0,Burgundy,Irancy,Roger Voss,Red Blend,2014.0,2
US,0,0,0,0,0,0,0,100.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2013.0,4
US,0,0,0,0,0,0,0,48.0,California,Arroyo Grande Valley,Matt Kettmann,Chardonnay,2014.0,3
France,0,0,0,0,0,0,0,18.0,Burgundy,Bourgogne,Roger Voss,Chardonnay,2010.0,1
US,0,0,1,0,0,0,0,60.0,California,Temecula Valley,Matt Kettmann,Cabernet Sauvignon,2014.0,2
Italy,0,0,0,0,0,0,1,25.0,Piedmont,Barbera d'Asti Superiore,Roger Voss,Barbera,2007.0,1
Italy,0,0,0,0,0,0,0,25.0,Piedmont,Barolo,Roger Voss,Nebbiolo,2005.0,3
US,0,0,0,0,0,0,0,25.0,California,Sierra Foothills,Virginie Boone,Zinfandel,2009.0,2
US,0,0,0,0,0,0,0,16.0,Oregon,Umpqua Valley,Paul Gregutt,Pinot Gris,2015.0,1
France,0,0,1,0,0,0,0,85.0,Burgundy,Gevrey-Chambertin,Roger Voss,Pinot Noir,2014.0,3
US,0,0,0,0,0,0,0,45.0,California,Carneros,Roger Voss,Pinot Noir,2011.0,1
France,0,0,0,0,0,0,0,20.0,Alsace,Alsace,Anne Krebiehl MW,Pinot Gris,2015.0,3
France,1,0,0,0,0,0,0,25.0,Bordeaux,Bordeaux Blanc,Roger Voss,Bordeaux-style White Blend,2011.0,2
US,0,0,0,0,0,0,0,49.0,California,Sonoma Coast,Roger Voss,Pinot Noir,2010.0,1
Spain,0,0,0,0,0,0,0,15.0,Northern Spain,Rioja,Michael Schachner,Viura,2009.0,1
US,1,0,0,0,0,0,0,25.0,California,North Coast,Jim Gordon,Red Blend,0.0,2
US,1,1,0,0,0,0,1,20.0,Virginia,Virginia,Anna Lee C. Iijima,White Blend,2008.0,1
France,0,0,1,0,0,0,0,23.0,Burgundy,Rully,Roger Voss,Pinot Noir,2013.0,2
Italy,1,1,0,0,0,1,0,37.0,Sicily & Sardinia,Malvasia delle Lipari,Kerin O’Keefe,White Blend,2012.0,3
Italy,0,0,1,0,0,1,0,40.0,Tuscany,Rosso di Montalcino,Kerin O’Keefe,Sangiovese,2012.0,2
France,1,0,0,0,0,0,0,23.0,Rhône Valley,Châteauneuf-du-Pape,Roger Voss,Rhône-style Red Blend,1998.0,2
US,0,1,0,0,0,1,0,75.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2005.0,3
US,0,1,0,0,0,0,0,17.0,California,Santa Barbara County,Roger Voss,Orange Muscat,2012.0,2
US,0,0,1,0,0,0,0,20.0,California,San Benito County,Matt Kettmann,Pinot Noir,2016.0,2
Portugal,0,0,0,0,0,0,0,17.0,Bucelas,Napa Valley,Roger Voss,Arinto,2013.0,2
US,0,0,1,0,0,0,0,95.0,California,Diamond Mountain District,Virginie Boone,Cabernet Sauvignon,2014.0,3
Argentina,0,0,0,0,0,1,0,12.0,Mendoza Province,Mendoza,Michael Schachner,Cabernet Sauvignon,2008.0,1
Austria,0,0,0,0,0,0,1,55.0,Wachau,Napa Valley,Anne Krebiehl MW,Grüner Veltliner,2014.0,4
France,1,0,1,0,0,0,0,18.0,Bordeaux,Bordeaux,Roger Voss,Bordeaux-style Red Blend,2012.0,1
Portugal,0,1,1,0,0,0,0,13.0,Vinho Verde,Napa Valley,Roger Voss,Arinto,2013.0,2
Australia,0,0,0,0,0,0,0,20.0,South Australia,Coonawarra,Joe Czerwinski,Cabernet Sauvignon,2009.0,2
US,0,0,1,0,0,0,0,29.0,California,Napa Valley,Virginie Boone,Cabernet Sauvignon,2013.0,2
Spain,0,0,1,0,0,0,0,50.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2004.0,3
US,1,1,0,0,0,0,0,18.0,California,Lodi,Jim Gordon,Red Blend,2011.0,1
US,0,0,0,0,0,0,1,20.0,Washington,Columbia Valley (WA),Paul Gregutt,Sauvignon Blanc,2011.0,2
Spain,0,0,0,0,0,0,0,20.0,Levante,Alicante,Michael Schachner,Moscatel,2011.0,1
France,0,0,0,0,0,0,0,65.0,Alsace,Alsace,Anne Krebiehl MW,Gewürztraminer,2013.0,4
Portugal,0,0,0,0,0,0,0,80.0,Port,Napa Valley,Roger Voss,Port,2013.0,3
South Africa,0,0,0,1,0,0,0,12.0,Stellenbosch,Napa Valley,Lauren Buzzeo,Chardonnay,2011.0,2
US,0,0,0,0,0,0,1,13.0,California,Amador County,Jim Gordon,Rosé,2016.0,2
US,0,0,0,0,0,0,0,24.0,Washington,Columbia Valley (WA),Paul Gregutt,Syrah,2008.0,3
France,1,1,0,0,0,0,0,25.0,Bordeaux,Sauternes,Roger Voss,Bordeaux-style White Blend,2006.0,4
US,0,1,1,0,0,0,0,38.0,California,Santa Lucia Highlands,Matt Kettmann,Pinot Noir,2013.0,3
US,1,0,1,0,0,0,0,45.0,California,Napa Valley,Roger Voss,Red Blend,2009.0,2
Italy,1,1,0,0,1,0,0,25.0,Lombardy,Franciacorta,Kerin O’Keefe,Sparkling Blend,2007.0,3
US,0,0,0,0,0,0,0,55.0,Washington,Columbia Valley (WA),Paul Gregutt,Cabernet Sauvignon,1997.0,3
Spain,1,0,1,0,0,0,0,100.0,Central Spain,Dominio de Valdepusa,Michael Schachner,Red Blend,2005.0,4
Argentina,0,0,0,0,0,0,0,18.0,Other,Salta,Michael Schachner,Barbera,2009.0,1
France,0,0,0,0,0,0,0,15.0,Burgundy,Mâcon-Villages,Roger Voss,Chardonnay,2013.0,1
US,0,0,0,0,0,0,0,25.0,New York,Finger Lakes,Anna Lee C. Iijima,Riesling,2011.0,3
US,0,1,0,0,0,0,0,11.0,California,California,Roger Voss,Zinfandel,2007.0,0
Italy,0,0,1,0,0,0,0,20.0,Southern Italy,Puglia,Kerin O’Keefe,Uva di Troia,2013.0,2
US,0,0,0,0,0,0,0,26.0,California,Sta. Rita Hills,Matt Kettmann,Chardonnay,2014.0,3
US,0,0,0,0,0,1,0,32.0,California,Arroyo Seco,Roger Voss,Chardonnay,2011.0,2
France,1,0,1,0,0,0,0,25.0,Bordeaux,Castillon Côtes de Bordeaux,Roger Voss,Bordeaux-style Red Blend,2012.0,2
France,1,0,0,0,0,0,0,13.0,Bordeaux,Bordeaux Blanc,Roger Voss,Bordeaux-style White Blend,2015.0,1
France,0,0,0,0,0,0,0,16.0,Provence,Côtes de Provence,Roger Voss,Rosé,2015.0,2
US,0,0,0,0,0,0,0,44.0,California,Fort Ross-Seaview,Virginie Boone,Chardonnay,2013.0,3
US,0,0,0,0,0,0,0,28.0,Washington,Columbia Gorge (WA),Sean P. Sullivan,Gewürztraminer,2015.0,2
US,0,0,0,0,0,0,0,19.0,California,Napa Valley,Virginie Boone,Chardonnay,2015.0,2
Italy,0,0,0,0,0,1,0,100.0,Central Italy,Marche,Roger Voss,Montepulciano,2009.0,1
US,0,0,0,0,0,0,0,50.0,California,Napa Valley,Virginie Boone,Cabernet Sauvignon,2013.0,4
France,0,0,0,0,0,0,0,25.0,Burgundy,Chablis,Roger Voss,Chardonnay,2010.0,2
Italy,1,0,1,0,0,0,0,30.0,Tuscany,Chianti Classico,Kerin O’Keefe,Red Blend,2013.0,1
US,0,1,1,0,0,0,0,40.0,California,Russian River Valley,Roger Voss,Pinot Noir,2007.0,3
US,0,1,0,0,0,0,0,40.0,California,Napa Valley,Virginie Boone,Meritage,2012.0,2
Spain,0,0,0,0,0,0,0,19.0,Northern Spain,Rioja,Michael Schachner,Tempranillo,2009.0,0
France,0,0,1,0,0,0,0,12.0,Provence,Côtes de Provence,Roger Voss,Rosé,2012.0,0
Chile,1,0,0,0,0,0,0,18.0,Maipo Valley,Napa Valley,Michael Schachner,Red Blend,2012.0,2
US,0,0,0,0,0,0,0,45.0,California,Santa Cruz Mountains,Matt Kettmann,Cabernet Franc,2013.0,3
US,1,1,1,1,1,0,0,70.0,California,Anderson Valley,Roger Voss,Sparkling Blend,2003.0,4
US,0,0,1,0,0,0,0,30.0,California,Santa Ynez Valley,Matt Kettmann,Syrah,2010.0,3
US,0,0,1,0,0,0,0,70.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2007.0,2
US,0,0,1,0,0,1,0,30.0,Washington,Columbia Valley (WA),Paul Gregutt,Mourvèdre,2008.0,1
Portugal,0,1,0,0,0,0,0,28.0,Port,Napa Valley,Roger Voss,Port,2012.0,3
US,0,0,0,0,0,1,0,22.0,California,Sonoma Valley,Roger Voss,Marsanne,2010.0,2
US,0,1,0,0,0,1,0,36.0,California,Russian River Valley,Roger Voss,Chardonnay,2011.0,3
US,0,0,0,0,0,0,0,35.0,California,Rockpile,Virginie Boone,Zinfandel,2013.0,3
US,0,0,0,0,0,0,0,17.0,Washington,Columbia Valley (WA),Paul Gregutt,Merlot,2008.0,2
France,1,1,0,0,0,0,0,100.0,Champagne,Champagne,Roger Voss,Champagne Blend,2011.0,2
US,0,0,0,0,0,0,0,10.0,California,California,Jim Gordon,Cabernet Sauvignon,2014.0,2
Portugal,0,0,0,0,0,1,0,60.0,Port,Napa Valley,Roger Voss,Port,2009.0,2
Germany,0,1,0,0,0,0,0,17.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2013.0,2
US,0,0,1,0,0,1,1,25.0,New York,Finger Lakes,Anna Lee C. Iijima,Vidal Blanc,2010.0,2
Germany,0,1,0,0,0,0,0,48.0,Mosel,Napa Valley,Anna Lee C. Iijima,Riesling,2014.0,3
US,0,0,0,0,0,0,0,42.0,California,Santa Barbara County,Roger Voss,Pinot Noir,2009.0,3
US,0,0,0,0,0,0,0,50.0,California,Amador County,Jim Gordon,Zinfandel,2014.0,3
France,1,0,1,0,0,1,0,25.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,2008.0,2
Italy,0,0,1,1,0,0,1,55.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Sangiovese,2010.0,3
Italy,1,0,0,0,0,0,0,17.0,Tuscany,Maremma Toscana,Roger Voss,Red Blend,2009.0,2
US,0,0,0,0,0,0,0,100.0,California,Sonoma Valley,Roger Voss,Cabernet Sauvignon,2007.0,4
Italy,1,0,1,0,0,0,0,17.0,Tuscany,Toscana,Kerin O’Keefe,Red Blend,2013.0,2
Spain,0,0,0,0,0,0,0,18.0,Northern Spain,Getariako Txakolina,Michael Schachner,Rosé,2015.0,0
US,0,0,0,0,0,0,0,35.0,California,Calistoga,Virginie Boone,Merlot,2012.0,1
US,0,0,0,0,0,0,0,25.0,California,Santa Ynez Valley,Matt Kettmann,Cabernet Sauvignon,2014.0,2
Spain,0,0,0,0,0,0,1,17.0,Northern Spain,Rueda,Michael Schachner,Verdejo,2015.0,2
France,0,1,0,0,0,0,0,13.0,Alsace,Alsace,Anne Krebiehl MW,Riesling,2015.0,3
US,0,0,0,0,0,0,0,35.0,California,Alexander Valley,Roger Voss,Zinfandel,2009.0,2
Israel,1,0,1,0,0,0,0,23.0,Galilee,Napa Valley,Lauren Buzzeo,Red Blend,2005.0,1
Italy,0,0,0,0,0,0,0,40.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2009.0,3
Portugal,0,0,1,0,0,0,0,25.0,Lisboa,Napa Valley,Roger Voss,Portuguese Red,2012.0,2
Italy,1,0,0,0,0,0,0,51.0,Tuscany,Vino Nobile di Montepulciano,Kerin O’Keefe,Red Blend,2012.0,2
France,0,0,0,0,0,0,0,20.0,Burgundy,Chablis,Roger Voss,Chardonnay,2010.0,2
Spain,0,0,0,0,0,0,0,17.0,Galicia,Rías Baixas,Michael Schachner,Albariño,2007.0,3
France,1,0,0,0,0,0,0,37.0,Bordeaux,Margaux,Roger Voss,Bordeaux-style Red Blend,2008.0,3
Italy,0,0,0,0,0,0,1,24.0,Northeastern Italy,Collio,Kerin O’Keefe,Pinot Grigio,2015.0,2
US,0,0,0,0,0,0,0,18.0,California,Livermore Valley,Virginie Boone,Cabernet Sauvignon,2009.0,1
US,1,0,1,0,0,1,0,48.0,Washington,Red Mountain,Sean P. Sullivan,Bordeaux-style Red Blend,2012.0,3
Italy,1,0,1,0,0,0,0,25.0,Veneto,Valpolicella Classico Superiore Ripasso,Kerin O’Keefe,Red Blend,2010.0,2
Spain,0,0,0,0,0,0,0,30.0,Levante,Alicante,Michael Schachner,Monastrell,2007.0,3
Spain,0,0,0,0,0,0,0,13.0,Northern Spain,Somontano,Michael Schachner,Chardonnay,2013.0,1
Chile,0,0,0,0,0,0,0,14.0,Colchagua Valley,Napa Valley,Michael Schachner,Cabernet Franc,2011.0,2
Italy,0,0,1,0,0,0,0,40.0,Piedmont,Barolo,Kerin O’Keefe,Nebbiolo,2011.0,3
US,0,0,1,0,0,0,0,24.0,Washington,Columbia Valley (WA),Paul Gregutt,Syrah,2005.0,2
US,0,0,1,0,0,0,0,55.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Cabernet Sauvignon,2013.0,3
Germany,0,1,0,0,0,0,0,40.0,Württemberg,Napa Valley,Joe Czerwinski,Riesling,2006.0,2
US,0,0,0,0,0,0,0,55.0,California,Carmel Valley,Matt Kettmann,Chardonnay,2014.0,4
US,1,0,0,0,0,0,0,46.0,California,Livermore Valley,Jim Gordon,Bordeaux-style Red Blend,2014.0,1
US,0,0,0,0,0,1,0,28.0,California,Napa Valley,Roger Voss,Chardonnay,2012.0,2
France,0,0,0,0,0,0,1,185.0,Burgundy,Puligny-Montrachet,Roger Voss,Chardonnay,2014.0,4
US,1,0,1,0,1,1,0,16.0,California,Russian River Valley,Roger Voss,Sparkling Blend,2009.0,2
US,0,0,0,0,0,0,0,38.0,California,Sonoma Coast,Virginie Boone,Chardonnay,2012.0,3
France,1,0,0,0,0,0,1,12.0,Bordeaux,Bordeaux Blanc,Roger Voss,Bordeaux-style White Blend,2014.0,1
Argentina,0,0,0,0,0,0,0,18.0,Mendoza Province,Tupungato,Michael Schachner,Chardonnay,2016.0,2
Italy,1,0,1,0,0,0,0,10.0,Tuscany,Chianti,Kerin O’Keefe,Red Blend,2013.0,1
Chile,1,0,1,0,0,0,0,35.0,Chile,Napa Valley,Michael Schachner,Red Blend,2010.0,2
Argentina,0,0,0,0,0,0,0,12.0,Mendoza Province,Napa Valley,Michael Schachner,Torrontés,2015.0,1
Italy,0,0,1,0,0,0,0,38.0,Central Italy,Sangiovese di Romagna Superiore,Roger Voss,Sangiovese,2008.0,2
US,1,0,0,0,0,0,0,22.0,California,Sierra Foothills,Virginie Boone,White Blend,2011.0,2
Austria,0,0,0,0,0,0,0,25.0,Kremstal,Napa Valley,Anne Krebiehl MW,Riesling,2013.0,3
South Africa,0,0,0,0,0,0,0,10.0,Coastal Region,Napa Valley,Susan Kostrzewa,Sauvignon Blanc,2007.0,1
Italy,0,0,0,1,0,0,1,25.0,Sicily & Sardinia,Sicilia,Roger Voss,Sauvignon Blanc,2009.0,1
US,0,0,0,0,0,0,0,26.0,Washington,Wahluke Slope,Sean P. Sullivan,Malbec,2014.0,2
US,0,0,1,0,0,0,0,59.0,California,Dry Creek Valley,Jim Gordon,Zinfandel,2012.0,3
Chile,0,0,0,0,0,0,0,10.0,Maule Valley,Napa Valley,Michael Schachner,Carmenère,2010.0,1
US,0,1,0,0,0,0,0,36.0,California,Russian River Valley,Virginie Boone,Chardonnay,2013.0,3
US,0,0,1,0,0,1,0,40.0,California,Mount Veeder,Roger Voss,Zinfandel,2009.0,2
Italy,0,0,0,0,0,0,0,31.0,Lombardy,Lugana,Kerin O’Keefe,Turbiana,2010.0,1
Italy,0,0,0,0,0,0,1,16.0,Central Italy,Verdicchio dei Castelli di Jesi Classico,Kerin O’Keefe,Verdicchio,2014.0,2
France,1,0,1,0,0,0,0,25.0,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,Bordeaux-style Red Blend,2010.0,3
Italy,0,0,1,0,0,1,0,65.0,Sicily & Sardinia,Alghero,Kerin O’Keefe,Cabernet Sauvignon,2010.0,3
France,0,0,0,0,0,0,0,22.0,Loire Valley,Pouilly-Fumé,Roger Voss,Sauvignon Blanc,2015.0,3
Italy,0,0,1,0,0,0,0,60.0,Veneto,Amarone della Valpolicella Classico,Roger Voss,"Corvina, Rondinella, Molinara",2007.0,3
US,0,0,0,0,0,0,0,28.0,California,Santa Maria Valley,Roger Voss,Pinot Noir,2000.0,3
France,1,0,1,0,0,0,0,25.0,Bordeaux,Lalande de Pomerol,Roger Voss,Bordeaux-style Red Blend,2010.0,2
US,0,0,1,0,0,1,0,65.0,California,Napa Valley,Roger Voss,Cabernet Sauvignon,2009.0,2
US,0,0,0,0,0,0,1,14.0,California,Santa Barbara County,Roger Voss,Sauvignon Blanc,2011.0,1
US,0,1,0,0,0,0,0,18.0,Washington,Columbia Valley (WA),Paul Gregutt,Riesling,2009.0,3
France,1,0,0,0,0,0,0,20.0,Rhône Valley,Napa Valley,Joe Czerwinski,Rhône-style Red Blend,2014.0,3
France,1,1,0,0,0,0,0,19.0,Alsace,Crémant d'Alsace,Anne Krebiehl MW,Sparkling Blend,2015.0,3
US,0,0,0,0,0,0,0,28.0,California,Amador County,Virginie Boone,Barbera,2008.0,3
US,0,0,1,0,0,0,0,42.0,California,Russian River Valley,Virginie Boone,Pinot Noir,2013.0,3
France,1,0,0,0,0,0,0,25.0,Alsace,Crémant d'Alsace,Roger Voss,Sparkling Blend,2011.0,2
France,0,0,1,0,0,0,0,25.0,Burgundy,Corton Vergennes,Roger Voss,Pinot Noir,2015.0,4
Chile,0,0,0,0,0,0,0,15.0,Colchagua Valley,Napa Valley,Michael Schachner,Cabernet Sauvignon,2015.0,1
Italy,1,0,0,0,0,0,0,11.0,Sicily & Sardinia,Sicilia,Roger Voss,White Blend,2007.0,1
Argentina,0,0,0,0,0,0,1,29.0,Mendoza Province,Uco Valley,Michael Schachner,Sauvignon Blanc,2010.0,2
US,1,0,1,0,0,0,0,50.0,Washington,Walla Walla Valley (WA),Paul Gregutt,Bordeaux-style Red Blend,0.0,4
Chile,0,0,1,0,0,0,0,19.0,Maipo Valley,Napa Valley,Michael Schachner,Carmenère,2014.0,2
US,1,1,1,0,0,0,0,14.0,California,Sonoma County,Roger Voss,Red Blend,2008.0,1
Italy,0,0,1,0,0,0,0,22.0,Sicily & Sardinia,Terre Siciliane,Kerin O’Keefe,Nero d'Avola,2014.0,2
Italy,0,0,1,1,0,0,0,55.0,Piedmont,Barolo,Roger Voss,Nebbiolo,2007.0,3
US,0,0,0,0,0,0,0,18.0,California,Lodi,Virginie Boone,Merlot,2012.0,1
Argentina,0,0,1,0,0,0,0,30.0,Mendoza Province,Mendoza,Michael Schachner,Malbec,2008.0,2
France,1,0,0,0,0,0,0,25.0,Bordeaux,Margaux,Roger Voss,Bordeaux-style Red Blend,2012.0,3
France,1,0,1,0,0,0,0,50.0,Bordeaux,Saint-Émilion,Roger Voss,Bordeaux-style Red Blend,2014.0,3
US,1,0,0,0,0,1,1,13.0,California,Sonoma County,Roger Voss,White Blend,2012.0,2
Austria,0,1,0,0,0,0,0,19.0,Niederösterreich,Napa Valley,Roger Voss,Grüner Veltliner,2011.0,2
US,0,0,0,0,0,0,1,38.0,California,Chalone,Matt Kettmann,Chardonnay,2013.0,3
US,0,0,1,0,0,0,1,34.0,California,Paso Robles,Roger Voss,Grenache,2009.0,2
US,0,0,0,0,0,0,0,50.0,Oregon,Willamette Valley,Paul Gregutt,Pinot Noir,2013.0,3
France,0,0,1,0,0,0,0,90.0,Burgundy,Corton,Roger Voss,Pinot Noir,2011.0,4
France,0,1,0,0,0,0,0,20.0,Alsace,Crémant d'Alsace,Roger Voss,Pinot Gris,2011.0,2
Chile,1,0,1,0,0,0,0,40.0,Maipo Valley,Napa Valley,Michael Schachner,Red Blend,2009.0,2
US,0,0,0,0,0,0,0,15.0,California,North Coast,Virginie Boone,Cabernet Sauvignon,2011.0,2
US,1,0,1,0,0,0,0,32.0,Washington,Wahluke Slope,Sean P. Sullivan,Red Blend,2012.0,3
US,0,0,0,0,0,0,1,32.0,California,St. Helena,Virginie Boone,Sauvignon Blanc,2016.0,3
France,1,0,1,0,0,0,0,12.0,Bordeaux,Bordeaux,Roger Voss,Bordeaux-style Red Blend,2011.0,1
Italy,1,0,0,0,0,0,0,12.0,Central Italy,Umbria,Roger Voss,Red Blend,2006.0,1
Argentina,0,0,0,0,0,0,0,15.0,Other,Salta,Michael Schachner,Torrontés,2014.0,2
Italy,0,0,0,0,0,0,1,16.0,Piedmont,Nebbiolo d'Alba,Roger Voss,Nebbiolo,2007.0,2
Chile,0,0,1,0,0,0,0,20.0,Maule Valley,Napa Valley,Michael Schachner,Carmenère,2010.0,2
France,0,1,0,0,0,0,0,14.0,Alsace,Alsace,Roger Voss,Pinot Blanc,2010.0,1
US,0,0,1,0,0,1,0,25.0,Oregon,Rogue Valley,Paul Gregutt,Cabernet Franc,1999.0,1
Spain,0,1,1,0,0,0,0,50.0,Northern Spain,Bierzo,Michael Schachner,Mencía,2007.0,2
US,0,0,0,0,0,0,0,11.0,Washington,Columbia Valley (WA),Paul Gregutt,Merlot,2006.0,2
Italy,0,0,0,0,1,0,0,19.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Roger Voss,Glera,2011.0,2
